scenario_id,scenario,section,purpose,order,id,legacy_ids,pos,gender,pt,en,zh_hans,zh_hant,example_pt,example_en,example_zh_hans,example_zh_hant,note
cabeleireiro_barbeiro,Cabeleireiro e Barbeiro,cartao,,249,cartao-cabeleireiro_barbeiro-assim-esta-perfeito,,,,Assim está perfeito.,It's perfect like this.,这样就很好。,這樣就很好。,,,,,
cabeleireiro_barbeiro,Cabeleireiro e Barbeiro,cartao,,250,cartao-cabeleireiro_barbeiro-quanto-custa-o-corte,,,,Quanto custa o corte?,How much is the haircut?,剪发多少钱？,剪髮多少錢？,,,,,
cabeleireiro_barbeiro,Cabeleireiro e Barbeiro,cartao,useful situation example,538,cartao-cabeleireiro_barbeiro-pode-secar-por-favor,,,,"Pode secar, por favor?","Could you blow-dry it, please?",可以帮我吹干吗？,可以幫我吹乾嗎？,,,,,
cabeleireiro_barbeiro,Cabeleireiro e Barbeiro,cartao,useful situation example,539,cartao-cabeleireiro_barbeiro-quero-marcar-para-sabado,,,,Quero marcar para sábado.,I want to make an appointment for Saturday.,我想预约周六。,我想預約週六。,,,,,
cabeleireiro_barbeiro,Cabeleireiro e Barbeiro,cartao,useful situation example,540,cartao-cabeleireiro_barbeiro-quero-pintar-de-castanho,,,,Quero pintar o cabelo de castanho.,I want to dye my hair brown.,我想把头发染成棕色。,我想把頭髮染成啡色。,,,,,
cabeleireiro_barbeiro,Cabeleireiro e Barbeiro,cartao,useful situation example,541,cartao-cabeleireiro_barbeiro-quero-um-tom-mais-claro,,,,Quero um tom mais claro.,I want a lighter tone.,我想要浅一点的色调。,我想要淺一點的色調。,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0159,m3-restaurante,noun,m,o restaurante,restaurant,餐厅,餐廳,Vamos jantar num restaurante português.,We are going to have dinner at a Portuguese restaurant.,我们去一家葡萄牙餐厅吃晚饭。,我們去一家葡萄牙餐廳吃晚餐。,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0164,m3-ementa,noun,f,a ementa,menu,菜单,選單,Pode trazer a ementa?,Can you bring the menu?,可以拿菜单给我吗？,可以拿菜單給我嗎？,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0744,situacao-a-ementa-o-menu,noun,f,a ementa / o menu,menu,菜单,菜單,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0745,situacao-o-prato-do-dia,noun,m,o prato do dia,dish of the day,今日特餐,今日特餐,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-1022,situacao-o-couvert,noun,m,o couvert,"couvert (bread/olives, charged)",餐前小食（收费）,餐前小食（收費）,,,,,Charged if touched — a PT peculiarity to explain to tourists
cafe_restaurante,Café e Restaurante,vocabulario,,,az-1023,situacao-a-entrada,noun,f,a entrada,starter,前菜,前菜,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-1024,situacao-o-prato-principal,noun,m,o prato principal,main course,主菜,主菜,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-1025,situacao-a-sobremesa,noun,f,a sobremesa,dessert,甜品,甜品,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-1026,situacao-a-dose-a-meia-dose,noun,f,a dose / a meia dose,full / half portion,整份／半份,整份／半份,,,,,PT portion system — meia dose feeds one
cafe_restaurante,Café e Restaurante,vocabulario,,,az-1027,situacao-para-partilhar,,,para partilhar,to share,分享（合吃）,分享（合吃）,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-1028,situacao-a-imperial-o-fino,noun,f,a imperial / o fino,draught beer (Lisbon / Porto term),生啤（里斯本叫imperial，波爾图叫fino）,生啤（里斯本叫imperial，波爾圖叫fino）,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-1029,situacao-mal-passado-no-ponto-bem-passado,,,mal passado / no ponto / bem passado,rare / medium / well done,三分熟／五分熟／全熟,三分熟／五分熟／全熟,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-1030,situacao-vegetariano-sem-gluten,,,vegetariano / sem glúten,vegetarian / gluten-free,素食／无麩质,素食／無麩質,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-1031,situacao-a-alergia-alimentar,noun,f,a alergia alimentar,food allergy,食物过敏,食物過敏,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-1032,situacao-a-maquina-de-pagamento,noun,f,a máquina (de pagamento),card machine,刷卡机,刷卡機,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-1033,situacao-pagar-em-dinheiro-com-cartao,,,pagar em dinheiro / com cartão,to pay cash / by card,现金支付／刷卡,現金支付／刷卡,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-1034,situacao-pagar-em-separado-junto,,,pagar em separado / junto,to pay separately / together,分开付／一起付,分開付／一起付,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0754,situacao-bom-proveito,,,Bom proveito!,Enjoy your meal!,请慢用！,請慢用！,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0746,situacao-anotar-o-pedido,,,anotar o pedido,to take the order,记录点单,記錄點單,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0747,situacao-a-esplanada,noun,f,a esplanada,outdoor terrace,露天座位,露天座位,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0749,situacao-os-talheres-o-guardanapo,noun,m-pl,os talheres / o guardanapo,cutlery / napkin,餐具／餐巾,餐具／餐巾,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0751,situacao-a-gorjeta,noun,f,a gorjeta,tip,小费,小費,,,,,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0532,m11-chavena,noun,f,a chávena,cup,杯子,杯子,Use uma chávena de açúcar.,Use a cup of sugar.,使用一杯糖。,使用一杯糖。,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0531,m11-ingrediente,noun,m,o ingrediente,ingredient,成分,成分,Misture os ingredientes.,Mix the ingredients.,把这些食材混合起来。,把這些食材混合起來。,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0151,m3-sandes,noun,f,a sandes,sandwich,三明治,三明治,Como uma sandes.,I eat a sandwich.,我吃一个三明治。,我吃一個三明治。,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0136,m3-cafe,noun,m,o café,coffee; cafe,咖啡/咖啡馆,咖啡/咖啡館,Queria uma bica.,I would like an espresso.,我想要一杯意式浓缩咖啡。,我想要一杯義式濃縮咖啡。,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0166,m3-pedir,,,pedir,to ask for; to order,请求/点餐,請求/點餐,Vou pedir a conta.,I am going to ask for the bill.,我要结账。,我要結帳。,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0231,m5-pagar-a-conta,,,pagar a conta,to pay the bill,支付账单,支付帳單,Queria pagar a conta da água.,I would like to pay the water bill.,我想付水费账单。,我想付水費帳單。,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0160,m3-conta,noun,f,a conta,bill,账单,帳單,"Era a conta, se faz favor.","The bill, please.",请给我账单。,請給我帳單。,
cafe_restaurante,Café e Restaurante,vocabulario,,,az-0260,m5-troco,noun,m,o troco,change,找零,找零,Ele dá-me o troco.,He gives me the change.,他把零钱找给我。,他把零錢找給我。,
cafe_restaurante,Café e Restaurante,dialogo,,411,dialogo-cafe_restaurante-boa-tarde-tem-mesa-para-duas-pessoas,,,,Boa tarde. Tem mesa para duas pessoas?,Good afternoon. Do you have a table for two?,下午好。有两个人的桌位吗？,午安。有兩個人的座位嗎？,,,,,
cafe_restaurante,Café e Restaurante,dialogo,,412,dialogo-cafe_restaurante-tenho-uma-mesa-la-dentro-ou-outra-na-esplanada,,,,Temos uma mesa lá dentro e outra na esplanada.,We have one table inside and another on the terrace.,里面和露台各有一张桌子。,室內和露台各有一張桌子。,,,,,
cafe_restaurante,Café e Restaurante,dialogo,,413,dialogo-cafe_restaurante-preferimos-a-esplanada-qual-e-o-prato-do-dia,,,,Preferimos a esplanada. Qual é o prato do dia?,We prefer the terrace. What's today's special?,我们想坐露台。今日特餐是什么？,我們想坐露台。今日特餐是甚麼？,,,,,
cafe_restaurante,Café e Restaurante,dialogo,,414,dialogo-cafe_restaurante-e-peixe-grelhado-com-arroz-e-salada,,,,É peixe grelhado com arroz e salada.,It's grilled fish with rice and salad.,是烤鱼配米饭和沙拉。,是烤魚配飯和沙律。,,,,,
cafe_restaurante,Café e Restaurante,dialogo,,415,dialogo-cafe_restaurante-este-prato-contem-frutos-secos-tenho-alergia,,,,Este prato contém frutos secos? Tenho alergia.,Does this dish contain nuts? I have an allergy.,这道菜含坚果吗？我过敏。,這道菜含果仁嗎？我有敏感。,,,,,
cafe_restaurante,Café e Restaurante,dialogo,,416,dialogo-cafe_restaurante-nao-contem-mas-vou-confirmar-com-a-cozinha,,,,"Não contém, mas vou confirmar com a cozinha.","It doesn't, but I'll confirm with the kitchen.",不含，但我会向厨房确认。,不含，但我會向廚房確認。,,,,,
cafe_restaurante,Café e Restaurante,dialogo,,417,dialogo-cafe_restaurante-podemos-pagar-em-separado,,,,Podemos pagar em separado?,Can we pay separately?,我们可以分开付款吗？,我們可以分開付款嗎？,,,,,
cafe_restaurante,Café e Restaurante,dialogo,,418,dialogo-cafe_restaurante-sim-querem-pagar-com-cartao-ou-em-dinheiro,,,,Sim. Querem pagar com cartão ou em dinheiro?,Yes. Would you like to pay by card or cash?,可以。刷卡还是现金？,可以。用卡還是現金？,,,,,
cafe_restaurante,Café e Restaurante,dialogo,expanded real-world coverage,627,dialogo-cafe_restaurante-queria-reservar-uma-mesa-para-seis-no-sabado-a-noite,,,,Queria reservar uma mesa para seis no sábado à noite.,I would like to book a table for six on Saturday evening.,我想预订星期六晚上六个人的桌位。,我想預訂星期六晚上六個人的座位。,,,,,
cafe_restaurante,Café e Restaurante,dialogo,expanded real-world coverage,628,dialogo-cafe_restaurante-a-que-horas-e-em-nome-de-quem,,,,A que horas e em nome de quem?,"At what time, and under what name?",几点？用谁的名字预订？,幾點？用誰的名字預訂？,,,,,
cafe_restaurante,Café e Restaurante,dialogo,expanded real-world coverage,629,dialogo-cafe_restaurante-as-oito-em-nome-de-li-vamos-levar-uma-crianca-pequena,,,,"Às oito, em nome de Li. Vamos levar uma criança pequena.","At eight, under Li. We will have a young child with us.",八点，姓 Li。我们会带一个小孩。,八點，姓 Li。我們會帶一個小孩。,,,,,
cafe_restaurante,Café e Restaurante,dialogo,expanded real-world coverage,630,dialogo-cafe_restaurante-temos-cadeira-de-bebe-quer-a-mesa-numa-zona-mais-tranquila,,,,Temos cadeira de bebé. Quer a mesa numa zona mais tranquila?,We have a high chair. Would you like a table in a quieter area?,我们有儿童椅。您想坐在安静一点的区域吗？,我們有兒童椅。您想坐在安靜一點的位置嗎？,,,,,
cafe_restaurante,Café e Restaurante,dialogo,expanded real-world coverage,631,dialogo-cafe_restaurante-sim-por-favor-uma-pessoa-do-grupo-e-vegetariana,,,,"Sim, por favor. Uma pessoa do grupo é vegetariana.","Yes, please. One person in the group is vegetarian.",好的。我们有一位素食者。,好的。我們有一位素食者。,,,,,
cafe_restaurante,Café e Restaurante,dialogo,expanded real-world coverage,632,dialogo-cafe_restaurante-temos-duas-opcoes-vegetarianas-e-sopa-sem-carne,,,,Temos duas opções vegetarianas e sopa sem carne.,We have two vegetarian options and a meat-free soup.,我们有两种素食选择和不含肉的汤。,我們有兩款素食選擇和不含肉的湯。,,,,,
cafe_restaurante,Café e Restaurante,dialogo,expanded real-world coverage,633,dialogo-cafe_restaurante-podemos-encomendar-uma-dose-para-levar,,,,Podemos encomendar uma dose para levar?,Can we order a portion to take away?,我们可以点一份外带吗？,我們可以點一份外賣嗎？,,,,,
cafe_restaurante,Café e Restaurante,dialogo,expanded real-world coverage,634,dialogo-cafe_restaurante-pode-mas-a-embalagem-tem-um-custo-de-cinquenta-centimos,,,,"Pode, mas a embalagem tem um custo de cinquenta cêntimos.","Yes, but the container costs fifty cents.",可以，但餐盒收费五十欧分。,可以，但餐盒收費五十歐仙。,,,,,
cafe_restaurante,Café e Restaurante,dialogo,expanded real-world coverage,635,dialogo-cafe_restaurante-o-cafe-esta-incluido-no-menu-de-almoco,,,,O café está incluído no menu de almoço?,Is coffee included in the lunch menu?,午餐套餐包括咖啡吗？,午餐套餐包括咖啡嗎？,,,,,
cafe_restaurante,Café e Restaurante,dialogo,expanded real-world coverage,636,dialogo-cafe_restaurante-inclui-cafe-ou-cha-mas-nao-inclui-sobremesa,,,,"Inclui café ou chá, mas não inclui sobremesa.","It includes coffee or tea, but not dessert.",包括咖啡或茶，但不包括甜点。,包括咖啡或茶，但不包括甜品。,,,,,
cafe_restaurante,Café e Restaurante,dialogo,expanded real-world coverage,637,dialogo-cafe_restaurante-pode-trazer-a-conta-quando-tiver-um-momento,,,,Pode trazer a conta quando tiver um momento?,Could you bring the bill when you have a moment?,您方便时可以把账单拿来吗？,您方便時可以把帳單拿來嗎？,,,,,
cafe_restaurante,Café e Restaurante,dialogo,expanded real-world coverage,638,dialogo-cafe_restaurante-claro-quer-deixar-a-gorjeta-no-cartao-ou-em-dinheiro,,,,Claro. Quer deixar a gorjeta no cartão ou em dinheiro?,Of course. Would you like to leave the tip by card or in cash?,好的。小费要刷卡还是付现金？,好的。小費想用卡還是現金支付？,,,,,
cafe_restaurante,Café e Restaurante,cartao,,272,cartao-cafe_restaurante-tem-mesa-para-duas-pessoas,,,,Tem mesa para duas pessoas?,Do you have a table for two?,有两个人的桌位吗？,有兩個人的座位嗎？,,,,,
cafe_restaurante,Café e Restaurante,cartao,,273,cartao-cafe_restaurante-qual-e-o-prato-do-dia,,,,Qual é o prato do dia?,What's today's special?,今日特餐是什么？,今日特餐是甚麼？,,,,,
cafe_restaurante,Café e Restaurante,cartao,,274,cartao-cafe_restaurante-tenho-alergia-a-frutos-secos,,,,Tenho alergia a frutos secos.,I'm allergic to nuts.,我对坚果过敏。,我對果仁敏感。,,,,,
cafe_restaurante,Café e Restaurante,cartao,,275,cartao-cafe_restaurante-podemos-pagar-em-separado,,,,Podemos pagar em separado?,Can we pay separately?,可以分开付款吗？,可以分開付款嗎？,,,,,
cafe_restaurante,Café e Restaurante,cartao,,276,cartao-cafe_restaurante-a-conta-por-favor,,,,"A conta, por favor.","The bill, please.",请结账。,唔該埋單。,,,,,
cafe_restaurante,Café e Restaurante,cartao,useful situation example,561,cartao-cafe_restaurante-pode-explicar-me-o-que-devo-fazer-para-anotar-o-pedido,,,,Pode anotar o nosso pedido?,Could you take our order?,可以帮我们点餐吗？,可以幫我們點餐嗎？,,,,,
cafe_restaurante,Café e Restaurante,cartao,useful situation example,562,cartao-cafe_restaurante-onde-posso-encontrar-informacoes-sobre-a-esplanada,,,,Onde posso encontrar informações sobre a esplanada?,Where can I find information about outdoor terrace?,我可以在哪里查到有关露天座位的信息？,我可以在哪裡查到有關露天座位的資訊？,,,,,
cafe_restaurante,Café e Restaurante,cartao,useful situation example,563,cartao-cafe_restaurante-onde-posso-encontrar-informacoes-sobre-o-couvert,,,,Gostaria de saber mais sobre o couvert.,"I would like to know more about couvert (bread/olives, charged).",我想进一步了解餐前小食（收费）。,我想進一步了解餐前小食（收費）。,,,,,
cafe_restaurante,Café e Restaurante,cartao,useful situation example,564,cartao-cafe_restaurante-pode-dar-me-informacoes-sobre-o-prato-principal,,,,Quais são os pratos principais?,What main courses do you have?,你们有哪些主菜？,你們有哪些主菜？,,,,,
cafe_restaurante,Café e Restaurante,cartao,useful situation example,565,cartao-cafe_restaurante-pode-dar-me-informacoes-sobre-a-gorjeta,,,,A gorjeta está incluída?,Is the tip included?,小费包括在内吗？,小費包括在內嗎？,,,,,
cafe_restaurante,Café e Restaurante,cartao,useful situation example,566,cartao-cafe_restaurante-com-quem-devo-falar-sobre-a-alergia-alimentar,,,,Com quem devo falar sobre a alergia alimentar?,Who should I speak to about food allergy?,关于食物过敏，我应该和谁联系？,關於食物過敏，我應該聯絡誰？,,,,,
cafe_restaurante,Café e Restaurante,cartao,useful situation example,567,cartao-cafe_restaurante-preciso-de-esclarecer-uma-duvida-sobre-a-sobremesa,,,,Preciso de esclarecer uma dúvida sobre a sobremesa.,I have a question about dessert.,我需要咨询有关甜品的问题。,我需要查詢有關甜品的問題。,,,,,
cafe_restaurante,Café e Restaurante,cartao,useful situation example,568,cartao-cafe_restaurante-com-quem-devo-falar-sobre-o-prato-do-dia,,,,Pode dizer-me o que inclui o prato do dia?,Could you tell me what today's special includes?,您能告诉我今日特色菜包括什么吗？,您能告訴我今日特色菜包括什麼嗎？,,,,,
cafe_restaurante,Café e Restaurante,cartao,useful situation example,569,cartao-cafe_restaurante-pode-trazer-a-ementa,,,,Pode trazer a ementa?,Can you bring the menu?,可以拿菜单给我吗？,可以拿菜單給我嗎？,,,,,
cafe_restaurante,Café e Restaurante,cartao,useful situation example,570,cartao-cafe_restaurante-queria-informacoes-sobre-a-entrada,,,,Que entradas têm?,What starters do you have?,你们有哪些前菜？,你們有哪些前菜？,,,,,
cafe_restaurante,Café e Restaurante,cartao,useful situation example,571,cartao-cafe_restaurante-queria-pagar-a-conta-da-agua,,,,"Podia trazer-me a conta, por favor?","Could you bring me the bill, please?",请把账单拿给我，好吗？,請把帳單拿給我，好嗎？,,,,,
cafe_restaurante,Café e Restaurante,cartao,useful situation example,572,cartao-cafe_restaurante-vamos-jantar-num-restaurante-portugues,,,,Vamos jantar num restaurante português.,We are going to have dinner at a Portuguese restaurant.,我们去一家葡萄牙餐厅吃晚饭。,我們去一家葡萄牙餐廳吃晚餐。,,,,,
cafe_restaurante,Café e Restaurante,cartao,useful situation example,573,cartao-cafe_restaurante-use-uma-chavena-de-acucar,,,,Este prato contém açúcar?,Does this dish contain sugar?,这道菜含糖吗？,這道菜含糖嗎？,,,,,
cafe_restaurante,Café e Restaurante,cartao,useful situation example,574,cartao-cafe_restaurante-como-uma-sandes,,,,"Queria uma sandes, por favor.","I would like a sandwich, please.",我想要一份三明治。,我想要一份三文治。,,,,,
cafe_restaurante,Café e Restaurante,cartao,useful situation example,575,cartao-cafe_restaurante-queria-uma-bica,,,,Queria uma bica.,I would like an espresso.,我想要一杯意式浓缩咖啡。,我想要一杯義式濃縮咖啡。,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-0594,m12-camara-municipal,noun,f,a Câmara Municipal,city council,市议会,市議會,É candidato à presidência da Câmara Municipal.,He is a candidate for president of the City Council.,他是市政厅主席职位的候选人。,他是市政廳主席職位的候選人。,
camara_municipal,Câmara Municipal,vocabulario,,,az-0581,m12-comunidade,noun,f,a comunidade,community,社区/共同体,社區/共同體,Participa na vida da comunidade.,Participate in community life.,参与社区生活。,參與社區生活。,
camara_municipal,Câmara Municipal,vocabulario,,,az-0586,m12-residir,,,residir,to reside,居住,居住,Pode residir no espaço europeu.,You can reside in the European area.,可以在欧洲空间居住。,可以在歐洲空間居住。,
camara_municipal,Câmara Municipal,vocabulario,,,az-0592,m12-sugestao,noun,f,a sugestão,suggestion,建议,建議,Pode apresentar sugestões.,You can make suggestions.,可以提出建议。,可以提出建議。,
camara_municipal,Câmara Municipal,vocabulario,,,az-0596,m12-informar-se,,,informar-se,to get informed,了解情况,了解情況,Tenta informar-se sobre os candidatos.,He tries to find out about the candidates.,他试图了解候选人的情况。,他試圖了解候選人的情況。,
camara_municipal,Câmara Municipal,vocabulario,,,az-0645,situacao-o-carimbo,noun,m,o carimbo,official stamp,公章,公章,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-0646,situacao-pagar-uma-taxa,,,pagar uma taxa,to pay a fee,缴納费用,繳納費用,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-0760,situacao-o-lixo-a-reciclagem,noun,m,o lixo / a reciclagem,rubbish / recycling,垃圾／回收,垃圾／回收,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-0846,situacao-o-horario-de-funcionamento,noun,m,o horário de funcionamento,opening hours,營业时间,營業時間,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-0854,situacao-o-horario-de-atendimento,noun,m,o horário de atendimento,office hours,办公时间,辦公時間,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-0855,situacao-a-senha-de-atendimento,noun,f,a senha de atendimento,queue ticket,排队取号,排隊取號,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-0857,situacao-a-declaracao,noun,f,a declaração,declaration / statement,声明书,聲明書,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-0859,situacao-a-freguesia,noun,f,a freguesia,parish (administrative area),堂区（行政区）,堂區（行政區）,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-0860,situacao-o-municipe-o-morador,noun,m,o munícipe / o morador,resident,居民,居民,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-0862,situacao-o-formulario,noun,m,o formulário,form,表格,表格,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-0863,situacao-assinar,,,assinar,to sign,签名,簽名,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-0864,situacao-o-comprovativo-de-pagamento,noun,m,o comprovativo de pagamento,proof of payment,缴费憑证,繳費憑證,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-0865,situacao-levantar-o-documento,,,levantar o documento,to collect the document,领取文件,領取文件,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-1095,situacao-estacionar,,,estacionar,to park,停车,停車,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-1196,situacao-o-lixo,noun,m,o lixo,trash,垃圾,垃圾,Já pus o lixo fora.,I already took out the trash.,我已经把垃圾拿出去了。,我已經把垃圾拿出去了。,
camara_municipal,Câmara Municipal,vocabulario,,,az-1197,situacao-a-reciclagem,noun,f,a reciclagem,recycling,回收,回收,A reciclagem é ao fundo.,Recycling is in the background.,回收站在最里面。,回收站在最裡面。,
camara_municipal,Câmara Municipal,vocabulario,,,az-1198,situacao-o-contentor,noun,m,o contentor,bin / container,垃圾箱,垃圾箱,O contentor está cheio.,The container is full.,垃圾箱满了。,垃圾箱滿了。,
camara_municipal,Câmara Municipal,vocabulario,,,az-1203,situacao-a-garagem,noun,f,a garagem,garage,车库,車庫,O carro está na garagem.,The car is in the garage.,车在车库里。,車在車庫裡。,
camara_municipal,Câmara Municipal,vocabulario,,,az-1204,situacao-o-lugar-de-estacionamento,noun,m,o lugar de estacionamento,parking spot,停车位,停車位,O meu lugar é o dez.,My place is ten.,我的车位是十号。,我的車位是十號。,
camara_municipal,Câmara Municipal,vocabulario,,,az-1072,situacao-o-entulho,noun,m,o entulho,rubble / construction waste,建筑垃圾,建築垃圾,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-1010,situacao-a-reclamacao,noun,f,a reclamação,complaint,投诉,投訴,,,,,
camara_municipal,Câmara Municipal,vocabulario,,,az-0533,m11-reclamar,,,reclamar,to complain,抱怨/投诉,抱怨/投訴,Temos de reclamar.,We have to complain.,我们必须投诉。,我們必須投訴。,
camara_municipal,Câmara Municipal,vocabulario,,,az-1328,situacao-o-municipio,noun,m,o município,municipality,市镇,市鎮,O serviço é gerido pelo município.,The service is managed by the municipality.,该服务由市镇管理。,該服務由市鎮管理。,
camara_municipal,Câmara Municipal,vocabulario,,,az-1329,situacao-o-distico-de-residente,noun,m,o dístico de residente,resident parking permit,居民停车证,居民泊車證,Pedi o dístico de residente para esta zona.,I applied for a resident parking permit for this area.,我申请了这个区域的居民停车证。,我申請了這個區域的居民泊車證。,
camara_municipal,Câmara Municipal,vocabulario,,,az-1330,situacao-os-monos,noun,m-pl,os monos,bulky household waste,大件垃圾,大型家居廢物,A Câmara recolhe os monos mediante marcação.,The council collects bulky waste by appointment.,市政府预约上门收取大件垃圾。,市政府預約上門收取大型家居廢物。,
camara_municipal,Câmara Municipal,dialogo,opening,497,dialogo-camara_municipal-bom-dia-quero-comunicar-um-buraco-perigoso-no-passeio,,,,Bom dia. Quero comunicar um buraco perigoso no passeio.,Good morning. I want to report a dangerous hole in the pavement.,早上好。我想报告人行道上一个危险的坑。,早晨。我想報告行人路上一個危險的坑。,,,,,
camara_municipal,Câmara Municipal,dialogo,details,498,dialogo-camara_municipal-pode-indicar-a-rua-e-o-numero-de-porta-mais-proximo,,,,Pode indicar a rua e o número de porta mais próximo?,Can you give the street and nearest door number?,可以提供街道和最近的门牌号吗？,可以提供街道和最近的門牌號碼嗎？,,,,,
camara_municipal,Câmara Municipal,dialogo,details,499,dialogo-camara_municipal-e-na-rua-das-flores-em-frente-ao-numero-vinte,,,,"É na Rua das Flores, em frente ao número vinte.","It is on Rua das Flores, opposite number twenty.",在花街二十号对面。,在花街二十號對面。,,,,,
camara_municipal,Câmara Municipal,dialogo,evidence,500,dialogo-camara_municipal-tem-uma-fotografia-que-mostre-o-problema,,,,Tem uma fotografia que mostre o problema?,Do you have a photograph showing the problem?,您有显示问题的照片吗？,您有顯示問題的相片嗎？,,,,,
camara_municipal,Câmara Municipal,dialogo,evidence,501,dialogo-camara_municipal-sim-posso-anexa-la-ao-pedido,,,,Sim. Posso anexá-la ao pedido.,Yes. I can attach it to the report.,有。我可以把照片附在报告中。,有。我可以把相片附在報告中。,,,,,
camara_municipal,Câmara Municipal,dialogo,submission,502,dialogo-camara_municipal-pode-submeter-no-portal-do-municipio-ou-deixa-la-aqui-no-atendimento,,,,Pode submeter no portal do município ou deixá-la aqui no atendimento.,You can submit it on the municipal portal or leave it here at the service desk.,可以在市政府网站提交，也可以在这里办理。,可以在市政府網站提交，也可以在這裡辦理。,,,,,
camara_municipal,Câmara Municipal,dialogo,priority,503,dialogo-camara_municipal-ha-risco-de-alguem-cair-pode-ser-tratado-como-urgente,,,,Há risco de alguém cair. Pode ser tratado como urgente?,Someone could fall. Can it be treated as urgent?,有人可能摔倒。可以按紧急情况处理吗？,有人可能跌倒。可以按緊急情況處理嗎？,,,,,
camara_municipal,Câmara Municipal,dialogo,priority,504,dialogo-camara_municipal-vou-assinalar-o-risco-a-equipa-responsavel,,,,Vou assinalar o risco à equipa responsável.,I will flag the risk to the responsible team.,我会向负责部门标明这一风险。,我會向負責部門標明這項風險。,,,,,
camara_municipal,Câmara Municipal,dialogo,tracking,505,dialogo-camara_municipal-pode-dar-me-o-numero-da-ocorrencia,,,,Pode dar-me o número da ocorrência?,Can you give me the report reference number?,可以给我报告编号吗？,可以給我報告編號嗎？,,,,,
camara_municipal,Câmara Municipal,dialogo,tracking,506,dialogo-camara_municipal-sim-com-este-numero-pode-acompanhar-a-resposta-do-municipio,,,,Sim. Com este número pode acompanhar a resposta do município.,Yes. You can use this number to follow the council's response.,可以。您可以用这个编号查询市政府的处理进度。,可以。您可以用這個編號查詢市政府的處理進度。,,,,,
camara_municipal,Câmara Municipal,dialogo,expanded real-world coverage,558,dialogo-camara_municipal-tambem-preciso-de-mandar-recolher-um-sofa-velho,,,,Também preciso de mandar recolher um sofá velho.,I also need to arrange collection of an old sofa.,我还需要预约回收一张旧沙发。,我還需要預約回收一張舊梳化。,,,,,
camara_municipal,Câmara Municipal,dialogo,expanded real-world coverage,559,dialogo-camara_municipal-a-recolha-de-monos-e-marcada-pelo-telefone-ou-pelo-portal-municipal,,,,A recolha de monos é marcada pelo telefone ou pelo portal municipal.,Bulky-waste collection is booked by phone or on the municipal portal.,大件垃圾回收可通过电话或市政府网站预约。,大型廢物回收可透過電話或市政府網站預約。,,,,,
camara_municipal,Câmara Municipal,dialogo,expanded real-world coverage,560,dialogo-camara_municipal-posso-deixa-lo-junto-aos-contentores-esta-noite,,,,Posso deixá-lo junto aos contentores esta noite?,Can I leave it beside the bins tonight?,今晚可以把它放在垃圾箱旁吗？,今晚可以把它放在垃圾箱旁嗎？,,,,,
