pos,gender,id,legacyIds,﻿situacao,tipo,conjunto,pt,en,zh_hant,zh_hans,notas_2026
,,,,escola,script,diálogo 1,"Sim, através da Ação Social Escolar — precisa do NISS e do escalão do abono.","Yes, through school social support — you need her NISS and the family allowance bracket.",可以，通過學校社會援助——需要她的社保號和家庭津貼等級。,可以，通过学校社会援助——需要她的社保号和家庭津贴等级。,
,,,,escola,script,diálogo 1,Quando começam as aulas?,When do classes start?,什麼時候開學？,什么时候开学？,
,,,,escola,script,diálogo 1,Em setembro. A lista de turmas sai no portal e na escola.,In September. Class lists are published on the portal and at the school.,九月。班級名單會在網站和學校公佈。,九月。班级名单会在网站和学校公佈。,
,,,,escola,cheat_sheet,,Venho matricular o meu filho / a minha filha.,I'm here to enrol my son / daughter.,我來給兒子／女兒辦入學註冊。,我來给儿子／女儿办入学註册。,
,,,,escola,cheat_sheet,,Sou o encarregado / a encarregada de educação.,I'm the legal guardian.,我是教育監護人。,我是教育监护人。,
,,,,escola,cheat_sheet,,Trago o boletim de vacinas e o número de utente.,I have the vaccination record and health number.,我帶了疫苗記錄和醫療用戶號。,我带了疫苗记录和医疗用户号。,
,,,,escola,cheat_sheet,,Queria pedir a Ação Social Escolar.,I'd like to apply for school social support.,我想申請學校社會援助。,我想申请学校社会援助。,
,,,,escola,cheat_sheet,,Qual é a escola da nossa área de residência?,Which is the school for our home address?,我們住址對應的學校是哪一所？,我们住址对应的学校是哪一所？,
,,,,escola,cheat_sheet,,Quando sai a lista de turmas?,When is the class list published?,班級名單什麼時候公佈？,班级名单什么时候公佈？,
noun,m,az-0683,situacao-o-iefp-o-centro-de-emprego,iefp,vocabulário,,o IEFP / o centro de emprego,IEFP / job centre,就業與職業培訓局（就業中心）,就业与职业培训局（就业中心）,
,,az-0684,situacao-inscrever-se-como-candidato-a-emprego,iefp,vocabulário,,inscrever-se como candidato a emprego,to register as a jobseeker,登記為求職者,登记为求职者,Online via iefponline or in person
noun,m,az-0685,situacao-o-iefponline,iefp,vocabulário,,o iefponline,the IEFP online portal,IEFP線上平台,IEFP线上平台,
noun,m,az-0440,,iefp,vocabulário,,o subsídio de desemprego,unemployment benefit,失業救濟金,失业救济金,Register within 90 days of losing your job
noun,f,az-0686,situacao-a-declaracao-da-entidade-empregadora,iefp,vocabulário,,a declaração da entidade empregadora,employer's declaration (of dismissal),僱主解僱聲明,雇主解雇声明,
noun,m,az-0687,situacao-o-plano-pessoal-de-emprego,iefp,vocabulário,,o Plano Pessoal de Emprego,Personal Employment Plan,個人就業計劃,个人就业计划,
noun,m,az-0688,situacao-o-gestor-pessoal,iefp,vocabulário,,o gestor pessoal,personal case officer,個人專員,个人专员,
noun,f,az-0689,situacao-a-oferta-de-emprego,iefp,vocabulário,,a oferta de emprego,job offer / vacancy,職位空缺,职位空缺,
noun,f,az-0690,situacao-a-formacao-profissional,iefp,vocabulário,,a formação profissional,vocational training,職業培訓,职业培训,"Free courses, some with allowance"
noun,m,az-0691,situacao-o-niss-seguranca-social,iefp,vocabulário,,o NISS (segurança social),social security number,社會保障號碼（NISS）,社会保障号码（NISS）,
noun,f,az-0692,situacao-a-convocatoria,iefp,vocabulário,,a convocatória,summons / official call-in,（官方）約談通知,（官方）约谈通知,Missing one can suspend your benefit
,,az-0693,situacao-apresentar-se-no-centro-de-emprego,iefp,vocabulário,,apresentar-se no centro de emprego,to report to the job centre,到就業中心報到,到就业中心報到,
noun,m,az-0694,situacao-o-certificado-de-habilitacoes,iefp,vocabulário,,o certificado de habilitações,qualifications certificate,學歷證明,学历证明,
,,,,iefp,script,diálogo 1,"Bom dia, queria inscrever-me como candidato a emprego.","Good morning, I'd like to register as a jobseeker.",早上好，我想登記為求職者。,早上好，我想登记为求职者。,
,,,,iefp,script,diálogo 1,"Tem documento de identificação, NIF, NISS e comprovativo de morada?","Do you have ID, tax number, social security number and proof of address?",您有身份證件、稅號、社保號和住址證明嗎？,您有身份证件、税号、社保号和住址证明吗？,
,,,,iefp,script,diálogo 1,Tenho tudo. Também perdi o emprego há duas semanas.,I have everything. I also lost my job two weeks ago.,都有。另外我兩週前失業了。,都有。另外我两周前失业了。,
,,,,iefp,script,diálogo 1,Então pode pedir o subsídio de desemprego — o prazo é de 90 dias.,Then you can apply for unemployment benefit — the deadline is 90 days.,那您可以申請失業救濟金——期限是90天。,那您可以申请失业救济金——期限是90天。,
,,,,iefp,script,diálogo 1,Que documentos preciso para o subsídio?,What documents do I need for the benefit?,申請救濟金需要哪些文件？,申请救济金需要哪些文件？,
,,,,iefp,script,diálogo 1,A declaração da entidade empregadora e o IBAN.,The employer's declaration and your IBAN.,僱主的解僱聲明和您的IBAN。,雇主的解雇声明和您的IBAN。,
,,,,iefp,script,diálogo 1,Há cursos de formação disponíveis?,Are there training courses available?,有職業培訓課程嗎？,有职业培训课程吗？,
,,,,iefp,script,diálogo 1,"Sim, o seu gestor pessoal vai definir isso consigo no Plano Pessoal de Emprego.","Yes, your case officer will set that up with you in your Personal Employment Plan.",有，您的個人專員會在個人就業計劃中和您一起安排。,有，您的个人专员会在个人就业计划中和您一起安排。,
,,,,iefp,cheat_sheet,,Queria inscrever-me como candidato a emprego.,I'd like to register as a jobseeker.,我想登記為求職者。,我想登记为求职者。,
,,,,iefp,cheat_sheet,,"Trago identificação, NIF, NISS e comprovativo de morada.","I have my ID, tax number, social security number and proof of address.",我帶了證件、稅號、社保號和住址證明。,我带了证件、税号、社保号和住址证明。,
,,,,iefp,cheat_sheet,,Quero pedir o subsídio de desemprego.,I want to apply for unemployment benefit.,我想申請失業救濟金。,我想申请失业救济金。,
,,,,iefp,cheat_sheet,,Tenho a declaração da entidade empregadora.,I have the employer's declaration.,我有僱主的解僱聲明。,我有雇主的解雇声明。,
,,,,iefp,cheat_sheet,,Estou interessado/a em formação profissional.,I'm interested in vocational training.,我對職業培訓有興趣。,我对职业培训有兴趣。,
,,,,iefp,cheat_sheet,,Recebi uma convocatória para esta data.,I received a summons for this date.,我收到了這個日期的約談通知。,我收到了这个日期的约谈通知。,
noun,f,az-0568,,seguranca_social,vocabulário,,a Segurança Social,Social Security,社會保障局,社会保障局,
noun,m,az-0695,situacao-o-niss,seguranca_social,vocabulário,,o NISS,social security number (NISS),社會保障號碼（NISS）,社会保障号码（NISS）,Needed to work legally and for benefits
,,az-0696,situacao-pedir-o-niss,seguranca_social,vocabulário,,pedir o NISS,to apply for a NISS,申請社保號,申请社保号,
noun,f,az-0697,situacao-a-seguranca-social-direta,seguranca_social,vocabulário,,a Segurança Social Direta,the Social Security online portal,社保線上平台,社保线上平台,
noun,m-pl,az-0698,situacao-os-descontos,seguranca_social,vocabulário,,os descontos,(social security) contributions,社保供款（扣繳）,社保供款（扣缴）,
noun,m,az-0699,situacao-o-trabalhador-por-conta-de-outrem,seguranca_social,vocabulário,,o trabalhador por conta de outrem,employee (salaried worker),受僱員工,受雇员工,
noun,m,az-0700,situacao-o-trabalhador-independente,seguranca_social,vocabulário,,o trabalhador independente,self-employed worker,自僱人士,自雇人士,
noun,m-pl,az-0439,situacao-os-recibos-verdes,seguranca_social,vocabulário,,os recibos verdes,'green receipts' (freelance invoicing),綠色收據（自僱開票制度）,綠色收据（自雇开票制度）,"How cleaners, riders etc. often invoice"
noun,m,az-0677,situacao-o-abono-de-familia,seguranca_social,vocabulário,,o abono de família,family allowance,家庭津貼,家庭津贴,
noun,f,az-0702,situacao-a-baixa-por-doenca,seguranca_social,vocabulário,,a baixa por doença,paid sick leave,病假津貼,病假津贴,
noun,f,az-0703,situacao-a-declaracao-de-situacao-contributiva,seguranca_social,vocabulário,,a declaração de situação contributiva,statement of contributions status,供款狀況聲明,供款状况声明,Often requested for AR renewal
noun,m,az-0704,situacao-o-comprovativo,seguranca_social,vocabulário,,o comprovativo,proof / receipt (of application),申請憑證,申请憑证,
,,,,seguranca_social,script,diálogo 1,"Bom dia, preciso de pedir o NISS para começar a trabalhar.","Good morning, I need to apply for a social security number to start working.",早上好，我需要申請社保號才能開始工作。,早上好，我需要申请社保号才能开始工作。,
,,,,seguranca_social,script,diálogo 1,Tem contrato de trabalho ou promessa de contrato?,Do you have a work contract or a contract offer?,您有勞動合同或錄用意向書嗎？,您有劳动合同或录用意向书吗？,
,,,,seguranca_social,script,diálogo 1,Tenho o contrato assinado pela empresa.,I have the contract signed by the company.,我有公司簽好的合同。,我有公司签好的合同。,
,,,,seguranca_social,script,diálogo 1,Então junte o passaporte e o comprovativo de morada a este formulário.,Then attach your passport and proof of address to this form.,那請把護照和住址證明附在這張表格上。,那请把护照和住址证明附在这张表格上。,
,,,,seguranca_social,script,diálogo 1,Quanto tempo demora a atribuição?,How long does it take to be issued?,多久能發下來？,多久能发下來？,
,,,,seguranca_social,script,diálogo 1,Alguns dias. Recebe o NISS por email ou carta. Guarde o comprovativo.,A few days. You'll receive the NISS by email or post. Keep the receipt.,幾天。社保號會通過郵件或信件發給您。請保存好憑證。,几天。社保号会通过邮件或信件发给您。请保存好憑证。,
,,,,seguranca_social,script,diálogo 1,Depois posso aceder à Segurança Social Direta?,Can I then access the online portal?,之後我可以登入社保線上平台嗎？,之后我可以登入社保线上平台吗？,
,,,,seguranca_social,script,diálogo 1,"Sim, regista-se online com o NISS e recebe a senha em casa.","Yes, you register online with your NISS and receive the password at home.",可以，用社保號在線註冊，密碼會寄到家裡。,可以，用社保号在线註册，密码会寄到家里。,
,,,,seguranca_social,cheat_sheet,,Venho pedir o NISS — tenho contrato de trabalho.,I'm here to apply for a NISS — I have a work contract.,我來申請社保號——我有勞動合同。,我來申请社保号——我有劳动合同。,
,,,,seguranca_social,cheat_sheet,,Trago passaporte e comprovativo de morada.,I have my passport and proof of address.,我帶了護照和住址證明。,我带了护照和住址证明。,
,,,,seguranca_social,cheat_sheet,,Preciso de uma declaração de situação contributiva.,I need a statement of my contributions status.,我需要一份供款狀況聲明。,我需要一份供款状况声明。,
,,,,seguranca_social,cheat_sheet,,Trabalho a recibos verdes.,I work freelance (green receipts).,我是開綠色收據的自僱人士。,我是开綠色收据的自雇人士。,
,,,,seguranca_social,cheat_sheet,,Como peço o abono de família?,How do I apply for the family allowance?,家庭津貼怎麼申請？,家庭津贴怎么申请？,
,,az-0705,situacao-arrendar-um-quarto-um-apartamento,arrendamento,vocabulário,,arrendar um quarto / um apartamento,to rent a room / a flat,租一個房間／一套公寓,租一个房间／一套公寓,
noun,m,az-0706,situacao-o-t0-t1-t2,arrendamento,vocabulário,,o T0 / T1 / T2,studio / 1-bed / 2-bed flat,開間／一房／兩房公寓,开间／一房／两房公寓,T = number of bedrooms
noun,m,az-0707,situacao-o-senhorio-a-senhoria,arrendamento,vocabulário,,o senhorio / a senhoria,landlord / landlady,房東,房东,
noun,m,az-0708,situacao-o-inquilino-a-inquilina,arrendamento,vocabulário,,o inquilino / a inquilina,tenant,房客,房客,
noun,f,az-0085,situacao-a-renda,arrendamento,vocabulário,,a renda,the rent,租金,租金,
noun,f,az-0710,situacao-a-caucao,arrendamento,vocabulário,,a caução,deposit,押金,押金,Usually 1–2 months' rent
noun,m,az-0711,situacao-o-fiador,arrendamento,vocabulário,,o fiador,guarantor,擔保人,担保人,Often asked of newcomers without payslips
noun,m,az-0643,situacao-o-contrato-de-arrendamento,arrendamento,vocabulário,,o contrato de arrendamento,rental contract,租賃合同,租赁合同,Needed as proof of address everywhere
noun,m,az-0712,situacao-o-recibo-de-renda-eletronico,arrendamento,vocabulário,,o recibo de renda (eletrónico),(electronic) rent receipt,（電子）租金收據,（电子）租金收据,Ask for it — proves address and protects you
,,az-0713,situacao-despesas-incluidas,arrendamento,vocabulário,,despesas incluídas,bills included,包水電雜費,包水电杂费,
,,az-0714,situacao-mobilado-sem-mobilia,arrendamento,vocabulário,,mobilado / sem mobília,furnished / unfurnished,帶傢俬／不帶傢俬,带家私／不带家私,
noun,m,az-0715,situacao-o-condominio,arrendamento,vocabulário,,o condomínio,building service charge,大廈管理費,大厦管理费,
,,az-0716,situacao-rescindir-o-contrato,arrendamento,vocabulário,,rescindir o contrato,to terminate the contract,解除合同,解除合同,
noun,f,az-0717,situacao-a-visita-ao-imovel,arrendamento,vocabulário,,a visita (ao imóvel),viewing,看房,看房,
,,,,arrendamento,script,diálogo 1,"Boa tarde, venho ver o T1 anunciado. Ainda está disponível?","Good afternoon, I've come to see the advertised one-bed flat. Is it still available?",下午好，我來看廣告上的一房公寓。還在出租嗎？,下午好，我來看广告上的一房公寓。还在出租吗？,
,,,,arrendamento,script,diálogo 1,"Está, sim. A renda é de 850 euros, com um mês de caução.","It is. The rent is 850 euros, with one month's deposit.",還在。租金850歐元，押金一個月。,还在。租金850欧元，押金一个月。,
,,,,arrendamento,script,diálogo 1,As despesas estão incluídas?,Are bills included?,包水電雜費嗎？,包水电杂费吗？,
,,,,arrendamento,script,diálogo 1,A água sim; a luz e a internet são à parte.,Water yes; electricity and internet are separate.,包水費；電費和網費另算。,包水费；电费和网费另算。,
,,,,arrendamento,script,diálogo 1,Precisa de fiador? Ainda não tenho recibos de vencimento cá.,Do you need a guarantor? I don't have payslips here yet.,需要擔保人嗎？我在這裡還沒有工資單。,需要担保人吗？我在这里还没有工资单。,
,,,,arrendamento,script,diálogo 1,"Nesse caso pedia dois meses de caução, com contrato e recibos de renda.","In that case I'd ask for two months' deposit, with a contract and rent receipts.",那樣的話押金要兩個月，會簽合同、開租金收據。,那样的话押金要两个月，会签合同、开租金收据。,
,,,,arrendamento,script,diálogo 1,Combinado. Quando posso assinar o contrato?,Agreed. When can I sign the contract?,可以。什麼時候可以簽合同？,可以。什么时候可以签合同？,
,,,,arrendamento,cheat_sheet,,Vi o anúncio — posso marcar uma visita?,I saw the listing — can I book a viewing?,我看到了廣告——可以約看房嗎？,我看到了广告——可以约看房吗？,
,,,,arrendamento,cheat_sheet,,A renda inclui despesas?,Does the rent include bills?,租金包水電雜費嗎？,租金包水电杂费吗？,
,,,,arrendamento,cheat_sheet,,Quanto é a caução?,How much is the deposit?,押金是多少？,押金是多少？,
,,,,arrendamento,cheat_sheet,,Faz contrato e recibos de renda?,Do you provide a contract and rent receipts?,會簽合同、開租金收據嗎？,会签合同、开租金收据吗？,
,,,,arrendamento,cheat_sheet,,Preciso do contrato como comprovativo de morada.,I need the contract as proof of address.,我需要合同做住址證明。,我需要合同做住址证明。,
,,,,arrendamento,cheat_sheet,,Com quanto tempo devo avisar antes de sair?,How much notice must I give before leaving?,退租前需要提前多久通知？,退租前需要提前多久通知？,
noun,m,az-0718,situacao-o-passe-navegante,transportes,vocabulário,,o passe (navegante),travel pass (navegante),月票（navegante卡）,月票（navegante卡）,Lisbon area system; Porto uses Andante
,,az-0719,situacao-carregar-o-passe,transportes,vocabulário,,carregar o passe,to top up the pass,給月票充值,给月票充值,
,,az-0720,situacao-validar-o-bilhete,transportes,vocabulário,,validar o bilhete,to validate the ticket,打卡驗票,打卡验票,Always validate — fines are heavy
noun,f,az-0721,situacao-a-maquina-de-venda,transportes,vocabulário,,a máquina de venda,ticket machine,售票機,售票机,
noun,f,az-0722,situacao-a-carreira-a-linha,transportes,vocabulário,,a carreira / a linha,bus route / line,公交線路,公交线路,
noun,f,az-0723,situacao-a-paragem,transportes,vocabulário,,a paragem,stop,車站（站點）,车站（站点）,
noun,f,az-0724,situacao-a-estacao,transportes,vocabulário,,a estação,station,車站（火車/地鐵站）,车站（火车/地铁站）,
noun,m,az-0725,situacao-o-fiscal,transportes,vocabulário,,o fiscal,ticket inspector,查票員,查票员,
noun,f,az-0726,situacao-a-multa,transportes,vocabulário,,a multa,fine,罰款,罚款,
noun,m,az-0679,situacao-o-horario,transportes,vocabulário,,o horário,timetable,時刻表,时刻表,
noun,f,az-0727,situacao-a-zona,transportes,vocabulário,,a zona,fare zone,票價區,票价区,
noun,m,az-0728,situacao-o-eletrico,transportes,vocabulário,,o elétrico,tram,有軌電車,有轨电车,
,,,,transportes,script,diálogo 1,"Boa tarde, queria fazer o passe navegante.","Good afternoon, I'd like to get a navegante pass.",下午好，我想辦一張navegante月票。,下午好，我想办一张navegante月票。,
,,,,transportes,script,diálogo 1,Precisa de uma fotografia e de um documento de identificação.,You need a photo and an ID document.,需要一張照片和一份身份證件。,需要一张照片和一份身份证件。,
,,,,transportes,script,diálogo 1,Posso carregar o passe mensal já hoje?,Can I load the monthly pass today?,今天就可以充值月票嗎？,今天就可以充值月票吗？,
,,,,transportes,script,diálogo 1,"Sim, na máquina ou aqui ao balcão.","Yes, at the machine or here at the counter.",可以，在售票機或這個櫃檯都行。,可以，在售票机或这个柜台都行。,
,,,,transportes,script,diálogo 1,Este autocarro vai para o centro?,Does this bus go to the city centre?,這班公交去市中心嗎？,这班公交去市中心吗？,
,,,,transportes,script,diálogo 1,"Vai, sim. Não se esqueça de validar o cartão ao entrar.",It does. Don't forget to validate your card when boarding.,去的。上車別忘了打卡。,去的。上车別忘了打卡。,
,,,,transportes,script,diálogo 1,Onde fica a paragem para o sentido contrário?,Where is the stop for the opposite direction?,反方向的車站在哪裡？,反方向的车站在哪里？,
,,,,transportes,cheat_sheet,,"Queria fazer o passe, por favor.","I'd like to get a travel pass, please.",我想辦一張月票，麻煩您。,我想办一张月票，麻煩您。,
,,,,transportes,cheat_sheet,,Queria carregar o passe mensal.,I'd like to top up the monthly pass.,我想給月票充值。,我想给月票充值。,
,,,,transportes,cheat_sheet,,Este autocarro / metro vai para…?,Does this bus / metro go to…?,這班公交／地鐵去……嗎？,这班公交／地铁去……吗？,
,,,,transportes,cheat_sheet,,Onde valido o bilhete?,Where do I validate the ticket?,在哪裡打卡驗票？,在哪里打卡验票？,
,,,,transportes,cheat_sheet,,A que horas passa o último?,What time is the last one?,末班車幾點？,末班车几点？,
noun,m,az-0729,situacao-o-turno-da-manha-da-tarde-da-noite,trabalho_hotelaria,vocabulário,,o turno (da manhã / da tarde / da noite),shift (morning / afternoon / night),班次（早班／午班／夜班）,班次（早班／午班／夜班）,
noun,f,az-0730,situacao-a-governanta,trabalho_hotelaria,vocabulário,,a governanta,head housekeeper,客房部主管,客房部主管,
,,az-0731,situacao-arrumar-os-quartos,trabalho_hotelaria,vocabulário,,arrumar os quartos,to make up the rooms,整理客房,整理客房,
,,az-0732,situacao-mudar-os-lencois-as-toalhas,trabalho_hotelaria,vocabulário,,mudar os lençóis / as toalhas,to change the sheets / towels,更換床單／毛巾,更换床单／毛巾,
noun,m,az-0733,situacao-o-carrinho-de-limpeza,trabalho_hotelaria,vocabulário,,o carrinho de limpeza,housekeeping cart,清潔工作車,清洁工作车,
noun,m,az-0734,situacao-o-hospede,trabalho_hotelaria,vocabulário,,o hóspede,guest,住客,住客,
noun,f,az-0513,situacao-a-rececao,trabalho_hotelaria,vocabulário,,a receção,reception / front desk,前台,前台,
noun,m,az-0736,situacao-o-check-in-o-check-out,trabalho_hotelaria,vocabulário,,o check-in / o check-out,check-in / check-out,入住／退房,入住／退房,
noun,m,az-0737,situacao-o-cartao-do-quarto,trabalho_hotelaria,vocabulário,,o cartão do quarto,room key card,房卡,房卡,
noun,f,az-0738,situacao-a-folga,trabalho_hotelaria,vocabulário,,a folga,day off,休息日,休息日,
noun,f-pl,az-0739,situacao-as-horas-extra,trabalho_hotelaria,vocabulário,,as horas extra,overtime,加班,加班,
noun,m,az-0740,situacao-o-uniforme,trabalho_hotelaria,vocabulário,,o uniforme,uniform,制服,制服,
noun,m,az-0078,situacao-o-andar,trabalho_hotelaria,vocabulário,,o andar,floor (storey),樓層,楼层,
,,,,trabalho_hotelaria,script,diálogo 1,Bom dia! Hoje fazes os quartos do terceiro andar.,Good morning! Today you're doing the third-floor rooms.,早上好！今天你負責三樓的客房。,早上好！今天你负责三楼的客房。,
,,,,trabalho_hotelaria,script,diálogo 1,Está bem. Quantos check-outs há?,Alright. How many check-outs are there?,好的。有幾間退房？,好的。有几间退房？,
,,,,trabalho_hotelaria,script,diálogo 1,Seis. Os quartos 302 e 305 são só arrumação.,Six. Rooms 302 and 305 are tidy-up only.,六間。302和305只需整理。,六间。302和305只需整理。,
,,,,trabalho_hotelaria,script,diálogo 1,Faltam toalhas no carrinho — onde vou buscar?,The cart is out of towels — where do I get more?,工作車上毛巾不夠了——去哪裡拿？,工作车上毛巾不够了——去哪里拿？,
,,,,trabalho_hotelaria,script,diálogo 1,"Na rouparia, ao fundo do corredor.","In the linen room, at the end of the corridor.",在走廊盡頭的布草房。,在走廊尽头的布草房。,
,,,,trabalho_hotelaria,script,diálogo 1,Um hóspede pediu mais uma almofada para o 310.,A guest asked for an extra pillow for room 310.,有位住客要求給310房加一個枕頭。,有位住客要求给310房加一个枕头。,
,,,,trabalho_hotelaria,script,diálogo 1,"Eu levo. A tua folga esta semana é na quinta, pode ser?","I'll take it. Your day off this week is Thursday, is that okay?",我送過去。你這週四休息，可以嗎？,我送过去。你这周四休息，可以吗？,
,,,,trabalho_hotelaria,cheat_sheet,,A que horas começa o meu turno?,What time does my shift start?,我的班幾點開始？,我的班几点开始？,
,,,,trabalho_hotelaria,cheat_sheet,,O quarto está pronto.,The room is ready.,房間已經整理好了。,房间已经整理好了。,
,,,,trabalho_hotelaria,cheat_sheet,,Faltam toalhas / lençóis / amenities.,We're out of towels / sheets / amenities.,毛巾／床單／客用品不夠了。,毛巾／床单／客用品不够了。,
,,,,trabalho_hotelaria,cheat_sheet,,O hóspede do [n.º] pediu…,The guest in [room no.] asked for…,[房號]的住客要求……,[房号]的住客要求……,
,,,,trabalho_hotelaria,cheat_sheet,,Posso trocar a folga esta semana?,Can I swap my day off this week?,這週的休息日可以調換嗎？,这周的休息日可以调换吗？,
,,,,trabalho_hotelaria,cheat_sheet,,Fiz duas horas extra hoje.,I did two hours of overtime today.,我今天加了兩個小時的班。,我今天加了两个小时的班。,
noun,m,az-0742,situacao-o-empregado-a-empregada-de-mesa,trabalho_restauracao,vocabulário,,o empregado / a empregada de mesa,waiter / waitress,服務員,服务员,
noun,m,az-0743,situacao-o-ajudante-de-cozinha,trabalho_restauracao,vocabulário,,o ajudante de cozinha,kitchen assistant,廚房幫工,厨房帮工,
noun,f,az-0744,situacao-a-ementa-o-menu,trabalho_restauracao,vocabulário,,a ementa / o menu,menu,菜單,菜单,
noun,m,az-0745,situacao-o-prato-do-dia,trabalho_restauracao,vocabulário,,o prato do dia,dish of the day,今日特餐,今日特餐,
,,az-0746,situacao-anotar-o-pedido,trabalho_restauracao,vocabulário,,anotar o pedido,to take the order,記錄點單,记录点单,
noun,f,az-0747,situacao-a-esplanada,trabalho_restauracao,vocabulário,,a esplanada,outdoor terrace,露天座位,露天座位,
noun,m,az-0595,situacao-o-balcao,trabalho_restauracao,vocabulário,,o balcão,the counter / bar,吧台／櫃檯,吧台／柜台,
noun,m-pl,az-0749,situacao-os-talheres-o-guardanapo,trabalho_restauracao,vocabulário,,os talheres / o guardanapo,cutlery / napkin,餐具／餐巾,餐具／餐巾,
noun,f,az-0160,situacao-a-conta,trabalho_restauracao,vocabulário,,a conta,the bill,賬單,账单,
noun,f,az-0751,situacao-a-gorjeta,trabalho_restauracao,vocabulário,,a gorjeta,tip,小費,小费,
,,az-0752,situacao-lavar-a-loica,trabalho_restauracao,vocabulário,,lavar a loiça,to wash the dishes,洗碗,洗碗,
noun,f,az-0753,situacao-a-comanda,trabalho_restauracao,vocabulário,,a comanda,order slip,點菜單,点菜单,
,,az-0754,situacao-bom-proveito,trabalho_restauracao,vocabulário,,Bom proveito!,Enjoy your meal!,請慢用！,请慢用！,
,,,,trabalho_restauracao,script,diálogo 1,Boa tarde! Mesa para dois?,Good afternoon! Table for two?,下午好！兩位嗎？,下午好！两位吗？,
,,,,trabalho_restauracao,script,diálogo 1,Posso anotar o pedido?,May I take your order?,可以點單了嗎？,可以点单了吗？,
,,,,trabalho_restauracao,script,diálogo 1,O que é o prato do dia?,What's the dish of the day?,今日特餐是什麼？,今日特餐是什么？,
,,,,trabalho_restauracao,script,diálogo 1,Hoje é bacalhau à Brás. Vem com salada.,Today it's cod 'à Brás'. It comes with salad.,今天是布拉斯式馬介休，配沙拉。,今天是布拉斯式马介休，配沙拉。,
,,,,trabalho_restauracao,script,diálogo 1,Marchar duas doses de bacalhau para a mesa cinco!,"Two portions of cod for table five, fire away!",五號桌兩份馬介休，起菜！,五号桌两份马介休，起菜！,
,,,,trabalho_restauracao,script,diálogo 1,"A conta, por favor. — Com certeza, já trago.","The bill, please. — Of course, right away.",麻煩結賬。——好的，馬上來。,麻煩结账。——好的，马上來。,
,,,,trabalho_restauracao,script,diálogo 1,Podes fechar a esplanada e limpar as mesas?,Can you close the terrace and clean the tables?,你可以收露天座位、擦一下桌子嗎？,你可以收露天座位、擦一下桌子吗？,
,,,,trabalho_restauracao,cheat_sheet,,Bem-vindos! Mesa para quantas pessoas?,Welcome! A table for how many?,歡迎光臨！幾位？,欢迎光临！几位？,
,,,,trabalho_restauracao,cheat_sheet,,Posso anotar o pedido?,May I take your order?,可以點單了嗎？,可以点单了吗？,
,,,,trabalho_restauracao,cheat_sheet,,Recomendo o prato do dia.,I recommend the dish of the day.,我推薦今日特餐。,我推荐今日特餐。,
,,az-0754,situacao-bom-proveito,trabalho_restauracao,cheat_sheet,,Bom proveito!,Enjoy your meal!,請慢用！,请慢用！,
,,,,trabalho_restauracao,cheat_sheet,,Desejam mais alguma coisa?,Would you like anything else?,還需要別的嗎？,还需要別的吗？,
,,,,trabalho_restauracao,cheat_sheet,,Aqui está a conta. Pagam junto ou separado?,Here's the bill. Together or separately?,這是賬單。一起付還是分開付？,这是账单。一起付还是分开付？,
noun,f,az-0755,situacao-a-empregada-o-empregado-de-limpeza,trabalho_limpezas,vocabulário,,a empregada / o empregado de limpeza,cleaner,清潔工,清洁工,
noun,m,az-0756,situacao-o-produto-de-limpeza,trabalho_limpezas,vocabulário,,o produto de limpeza,cleaning product,清潔劑,清洁剂,
noun,f,az-0757,situacao-a-lixivia,trabalho_limpezas,vocabulário,,a lixívia,bleach,漂白水,漂白水,
noun,f,az-0758,situacao-a-esfregona-e-o-balde,trabalho_limpezas,vocabulário,,a esfregona e o balde,mop and bucket,拖把和水桶,拖把和水桶,
,,az-0373,,trabalho_limpezas,vocabulário,,aspirar,to vacuum,吸塵,吸塵,
,,az-0372,,trabalho_limpezas,vocabulário,,limpar o pó,to dust,擦灰塵,擦灰塵,
,,az-0759,situacao-esfregar-o-chao,trabalho_limpezas,vocabulário,,esfregar o chão,to mop/scrub the floor,拖地／擦地,拖地／擦地,
noun,m,az-0760,situacao-o-lixo-a-reciclagem,trabalho_limpezas,vocabulário,,o lixo / a reciclagem,rubbish / recycling,垃圾／回收,垃圾／回收,
noun,f-pl,az-0354,,trabalho_limpezas,vocabulário,,as luvas,gloves,手套,手套,
,,az-0761,situacao-a-hora-por-horas,trabalho_limpezas,vocabulário,,à hora / por horas,paid by the hour,按小時計酬,按小时计酬,
noun,f,az-0762,situacao-a-patroa-o-patrao,trabalho_limpezas,vocabulário,,a patroa / o patrão,employer (informal),僱主（東家）,雇主（东家）,
noun,m-pl,az-0439,situacao-os-recibos-verdes,trabalho_limpezas,vocabulário,,os recibos verdes,freelance receipts,綠色收據（自僱開票）,綠色收据（自雇开票）,Very common in domestic cleaning
,,,,trabalho_limpezas,script,diálogo 1,Bom dia. Procuro alguém para limpezas duas vezes por semana.,Good morning. I'm looking for someone to clean twice a week.,早上好。我想找人一週打掃兩次。,早上好。我想找人一周打扫两次。,
,,,,trabalho_limpezas,script,diálogo 1,Eu tenho disponibilidade às terças e sextas de manhã.,I'm available Tuesday and Friday mornings.,我週二和週五上午有空。,我周二和周五上午有空。,
,,,,trabalho_limpezas,script,diálogo 1,Quanto cobra à hora?,How much do you charge per hour?,您每小時收多少錢？,您每小时收多少钱？,
