source,id,portuguese,current_pos,current_gender,best_guess,reason
src/data/situacoes.ts,az-0340,marcar uma consulta,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0656,Dói-me…,,,m/f?,no confident noun-gender rule matched
src/data/situacoes.ts,az-0657,sou alérgico/a a…,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0668,caducado/a,,,f,no confident noun-gender rule matched
src/data/situacoes.ts,az-0684,inscrever-se como candidato a emprego,,,m/f?,no confident noun-gender rule matched
src/data/situacoes.ts,az-0693,apresentar-se no centro de emprego,,,m/f?,no confident noun-gender rule matched
src/data/situacoes.ts,az-0696,pedir o NISS,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0705,arrendar um quarto / um apartamento,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0713,despesas incluídas,,,plural?,no confident noun-gender rule matched
src/data/situacoes.ts,az-0714,mobilado / sem mobília,,,m,no confident noun-gender rule matched
src/data/situacoes.ts,az-0716,rescindir o contrato,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0719,carregar o passe,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0720,validar o bilhete,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0731,arrumar os quartos,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0732,mudar os lençóis / as toalhas,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0746,anotar o pedido,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0752,lavar a loiça,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0754,Bom proveito!,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0373,aspirar,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0372,limpar o pó,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0759,esfregar o chão,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0761,à hora / por horas,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0784,ligar ao cliente,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0800,bloquear o cartão,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0806,levantar sem cartão (MB Way),,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0811,pagar em prestações,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0819,abrir atividade,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0820,cessar atividade,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0829,pesar,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0831,frágil,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0840,reencaminhar,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0841,devolver ao remetente,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0845,levantar na loja,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0856,válido por três meses,,,m,no confident noun-gender rule matched
src/data/situacoes.ts,az-0858,morar / residir,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0579,preencher,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0863,assinar,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0865,levantar o documento,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0871,estar grávida,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0875,em jejum,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0880,tomar o medicamento,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0881,de 8 em 8 horas,,,m/f?,no confident noun-gender rule matched
src/data/situacoes.ts,az-0897,em análise,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0898,deferido / indeferido,,,m,no confident noun-gender rule matched
src/data/situacoes.ts,az-0916,justificar a falta,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0923,carregar o cartão,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0936,apresentar queixa,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0957,atualizar o IBAN,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0958,submeter online,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0972,avariado/a,,,f,no confident noun-gender rule matched
src/data/situacoes.ts,az-0979,entregar as chaves,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0991,viajar sem título,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0993,pedir paragem,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-0997,em atraso / suprimido,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1011,reportar uma avaria,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1017,guardar a bagagem,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1027,para partilhar,,,f,no confident noun-gender rule matched
src/data/situacoes.ts,az-1029,mal passado / no ponto / bem passado,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1030,vegetariano / sem glúten,,,m,no confident noun-gender rule matched
src/data/situacoes.ts,az-1033,pagar em dinheiro / com cartão,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1034,pagar em separado / junto,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1037,pôr / levantar a mesa,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1040,passar a ferro,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1042,dobrar a roupa,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1043,estender a roupa,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1049,limpar os vidros,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1051,semanal / quinzenal,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1053,remarcar,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1054,avisar com antecedência,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1057,aumentar o preço,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1074,descarregar o material,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1079,recolher / levantar o pedido,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1089,cancelar a entrega,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1091,reportar um problema,,,,no confident noun-gender rule matched
src/data/situacoes.ts,az-1095,estacionar,,,,no confident noun-gender rule matched
